Gene,Gene Length BP
ENSG00000111860.14,2418
ENSG00000198523.6,159
ENSG00000111877.17,3432
ENSG00000111875.8,615
ENSG00000111879.20,3423
ENSG00000111885.7,1962
ENSG00000146350.14,3897
ENSG00000152661.9,1149
ENSG00000025156.13,1611
ENSG00000111897.7,1362
ENSG00000135549.15,237
ENSG00000164434.12,399
ENSG00000172594.13,1362
ENSG00000146352.13,984
ENSG00000186439.14,2190
ENSG00000188580.15,627
ENSG00000146373.16,1629
ENSG00000111907.21,615
ENSG00000111906.18,615
ENSG00000135547.9,1014
ENSG00000111912.20,2829
ENSG00000111911.7,549
ENSG00000066651.20,1392
ENSG00000203760.8,267
ENSG00000146374.14,819
ENSG00000118518.15,1077
ENSG00000189367.15,2085
ENSG00000255330.9,2844
ENSG00000184530.9,993
ENSG00000172673.10,1926
ENSG00000152894.14,4323
ENSG00000196569.12,9369
ENSG00000146376.11,1992
ENSG00000203756.8,387
ENSG00000198945.8,2343
ENSG00000164483.17,1563
ENSG00000164484.11,1476
ENSG00000256162.2,324
ENSG00000079819.19,3018
ENSG00000118507.17,1047
ENSG00000118520.15,969
ENSG00000112282.18,4107
ENSG00000154269.15,2628
ENSG00000180658.4,933
ENSG00000236761.6,2334
ENSG00000197594.13,2778
ENSG00000118523.6,1050
ENSG00000079931.15,1842
ENSG00000079950.14,786
ENSG00000237110.2,1047
ENSG00000146385.1,1029
ENSG00000146383.7,1038
ENSG00000135569.4,1014
ENSG00000146378.6,921
ENSG00000146399.2,1020
ENSG00000112299.8,1542
ENSG00000093134.15,825
ENSG00000112303.14,1563
ENSG00000146409.12,1371
ENSG00000112306.8,399
ENSG00000112319.19,1920
ENSG00000118526.7,540
ENSG00000028839.10,561
ENSG00000288529.1,129
ENSG00000146411.6,1854
ENSG00000118515.11,1296
ENSG00000118514.14,1464
ENSG00000112339.15,2055
ENSG00000118513.19,1923
ENSG00000135541.21,3591
ENSG00000171408.14,1353
ENSG00000146410.12,1158
ENSG00000029363.17,2763
ENSG00000135525.18,2250
ENSG00000197442.10,4125
ENSG00000112357.13,972
ENSG00000182747.5,1251
ENSG00000016402.13,1662
ENSG00000164485.15,696
ENSG00000027697.15,1470
ENSG00000177468.7,819
ENSG00000118503.15,2373
ENSG00000112378.12,582
ENSG00000112379.9,6534
ENSG00000254440.3,408
ENSG00000262543.1,459
ENSG00000051620.11,618
ENSG00000135540.11,4821
ENSG00000024862.17,825
ENSG00000203734.12,2715
ENSG00000135597.18,2388
ENSG00000146386.8,246
ENSG00000112406.5,1632
ENSG00000164440.15,2055
ENSG00000164442.10,813
ENSG00000135577.4,1173
ENSG00000009844.16,924
ENSG00000112414.15,3753
ENSG00000010818.10,7341
ENSG00000146416.19,717
ENSG00000189007.16,576
ENSG00000034693.15,1122
ENSG00000001036.14,1404
ENSG00000112419.14,1665
ENSG00000135521.9,1428
ENSG00000280148.1,423
ENSG00000118491.10,669
ENSG00000118495.20,1392
ENSG00000169976.7,261
ENSG00000135604.10,864
ENSG00000152818.18,10302
ENSG00000112425.15,996
ENSG00000118496.5,2238
ENSG00000146414.16,5052
ENSG00000152822.14,2721
ENSG00000118508.5,678
ENSG00000118492.17,5004
ENSG00000164506.14,3348
ENSG00000203727.4,522
ENSG00000111961.18,3744
ENSG00000111962.8,1221
ENSG00000055208.19,2082
ENSG00000177688.7,288
ENSG00000178199.14,1584
ENSG00000131013.4,1479
ENSG00000055211.14,993
ENSG00000186625.14,1476
ENSG00000131023.13,3393
ENSG00000120253.14,1143
ENSG00000120265.18,858
ENSG00000285991.1,765
ENSG00000120256.11,1503
ENSG00000164520.11,792
ENSG00000203722.8,1005
ENSG00000131015.5,741
ENSG00000111981.5,735
ENSG00000155918.8,741
ENSG00000131019.11,735
ENSG00000198729.5,498
ENSG00000009765.15,870
ENSG00000120278.16,4158
ENSG00000120254.15,2937
ENSG00000131016.17,5349
ENSG00000181472.5,1545
ENSG00000155906.19,840
ENSG00000146476.11,1326
ENSG00000120262.10,2148
ENSG00000091831.23,1788
ENSG00000131018.24,26394
ENSG00000120279.6,708
ENSG00000146469.13,513
ENSG00000112029.10,1344
ENSG00000112031.16,1143
ENSG00000091844.8,633
ENSG00000112038.18,1179
ENSG00000074706.13,1314
ENSG00000288520.1,2700
ENSG00000153721.19,1668
ENSG00000213079.9,3816
ENSG00000146426.18,5106
ENSG00000029639.11,1041
ENSG00000171217.5,660
ENSG00000074771.4,1707
ENSG00000049618.24,6750
ENSG00000215712.11,426
ENSG00000175048.17,1467
ENSG00000130340.16,1788
ENSG00000078269.15,4491
ENSG00000122335.17,1965
ENSG00000272047.3,216
ENSG00000130338.13,4632
ENSG00000146433.8,1839
ENSG00000146425.11,342
ENSG00000164674.15,1833
ENSG00000092820.18,1761
ENSG00000130363.12,1683
ENSG00000164691.18,2196
ENSG00000164694.17,5685
ENSG00000112096.18,669
ENSG00000146457.16,1191
ENSG00000120437.9,1194
ENSG00000120438.12,1671
ENSG00000112110.10,543
ENSG00000146453.13,1596
ENSG00000130368.7,978
ENSG00000197081.14,7476
ENSG00000175003.15,1665
ENSG00000112499.13,1668
ENSG00000146477.6,1671
ENSG00000198670.12,6123
ENSG00000122194.18,2433
ENSG00000085511.20,4827
ENSG00000026652.15,1137
ENSG00000185345.23,1398
ENSG00000112530.11,774
ENSG00000112531.17,1026
ENSG00000112539.15,1410
ENSG00000112541.16,2370
ENSG00000164458.9,1308
ENSG00000176381.6,888
ENSG00000198818.10,480
ENSG00000060762.19,330
ENSG00000071242.12,2202
ENSG00000235272.2,357
ENSG00000026297.16,771
ENSG00000213066.13,1200
ENSG00000112486.16,1125
ENSG00000120436.4,960
ENSG00000166984.12,1062
ENSG00000112494.10,1374
ENSG00000120440.15,1779
ENSG00000203690.12,1059
ENSG00000130396.20,5346
ENSG00000125337.19,1155
ENSG00000153303.17,1845
ENSG00000164488.12,2325
ENSG00000112562.19,1374
ENSG00000186340.15,3519
ENSG00000285733.1,699
ENSG00000184465.16,2688
ENSG00000185127.6,576
ENSG00000130024.15,1497
ENSG00000184786.6,597
ENSG00000130023.16,2037
ENSG00000198719.9,2172
ENSG00000112584.13,2733
ENSG00000008018.9,726
ENSG00000112592.14,1020
ENSG00000071994.11,1035
ENSG00000134121.10,3675
ENSG00000134115.13,3087
ENSG00000144619.15,3081
ENSG00000091181.19,1263
ENSG00000072756.17,1305
ENSG00000113851.14,1329
ENSG00000175928.6,2151
ENSG00000170364.12,2055
ENSG00000144455.14,1125
ENSG00000150995.19,8133
ENSG00000134107.5,1239
ENSG00000134108.13,561
ENSG00000134109.11,1974
ENSG00000196277.16,2748
ENSG00000071282.12,1098
ENSG00000125046.15,1128
ENSG00000182533.7,456
ENSG00000180914.10,1170
ENSG00000070950.10,1488
ENSG00000196220.16,3300
ENSG00000134077.16,1524
ENSG00000156959.9,744
ENSG00000163719.20,1953
ENSG00000144550.13,1662
ENSG00000156983.16,3645
ENSG00000114026.21,1275
ENSG00000134072.11,1113
ENSG00000171148.13,1299
ENSG00000241553.12,507
ENSG00000250151.9,1878
ENSG00000214021.16,2748
ENSG00000156990.14,1056
ENSG00000187288.10,717
ENSG00000171135.15,552
ENSG00000163701.19,2004
ENSG00000163702.20,2376
ENSG00000163703.19,1263
ENSG00000163704.12,2946
ENSG00000125037.12,786
ENSG00000144554.10,4416
ENSG00000163705.13,534
ENSG00000254999.4,228
ENSG00000134086.8,642
ENSG00000134070.5,1878
ENSG00000157014.11,2286
ENSG00000157017.16,354
ENSG00000157020.18,969
ENSG00000157087.20,3597
ENSG00000132164.10,1899
ENSG00000157103.12,1800
ENSG00000196639.6,1464
ENSG00000197548.12,2112
ENSG00000144560.15,873
ENSG00000144559.10,1014
ENSG00000157152.17,1749
ENSG00000157150.5,675
ENSG00000132170.22,1518
ENSG00000154743.18,1398
ENSG00000075975.16,1251
ENSG00000132155.12,1947
ENSG00000088726.16,702
ENSG00000144712.12,3711
ENSG00000144713.13,408
ENSG00000144711.16,2892
ENSG00000132182.12,5664
ENSG00000163517.15,1044
ENSG00000163520.14,3696
ENSG00000154764.6,1050
ENSG00000163528.13,468
ENSG00000170876.8,1203
ENSG00000154767.15,2823
ENSG00000170860.4,309
ENSG00000131389.17,1863
ENSG00000144596.13,3132
ENSG00000154781.16,1404
ENSG00000131379.10,2715
ENSG00000154783.12,4389
ENSG00000177463.15,1791
ENSG00000131368.8,522
ENSG00000131381.12,2355
ENSG00000131375.10,2442
ENSG00000131370.16,1368
ENSG00000206562.11,855
ENSG00000144597.14,807
ENSG00000206561.13,1368
ENSG00000131373.15,1737
ENSG00000169814.16,1632
ENSG00000206560.11,3162
ENSG00000131386.19,1920
ENSG00000154813.10,249
ENSG00000154814.14,939
ENSG00000131378.14,1737
ENSG00000092345.14,888
ENSG00000154822.18,3006
ENSG00000131374.14,2388
ENSG00000183960.9,3324
ENSG00000163576.18,2502
ENSG00000144566.11,648
ENSG00000114166.8,2499
ENSG00000129810.15,879
ENSG00000151789.12,1188
ENSG00000182247.10,606
ENSG00000170142.12,582
ENSG00000197885.10,579
ENSG00000174748.22,615
ENSG00000174738.13,1740
ENSG00000151090.20,1431
ENSG00000077092.19,1347
ENSG00000077097.15,4866
ENSG00000151092.17,1965
ENSG00000151093.8,1380
ENSG00000179796.12,780
ENSG00000163491.16,3519
ENSG00000033867.16,3645
ENSG00000163508.13,2061
ENSG00000187118.14,321
ENSG00000163512.14,1179
ENSG00000206559.8,1071
ENSG00000283563.1,549
ENSG00000144642.22,1314
ENSG00000163513.19,1704
ENSG00000144644.14,1566
ENSG00000163527.10,2481
ENSG00000144645.14,2295
ENSG00000197385.6,1899
ENSG00000152642.11,1056
ENSG00000170293.9,522
ENSG00000153551.14,528
ENSG00000091317.8,552
ENSG00000144635.9,1572
ENSG00000182973.18,2235
ENSG00000206557.6,2607
ENSG00000183813.7,1083
ENSG00000170266.16,2034
ENSG00000188167.9,1362
ENSG00000170275.15,1206
ENSG00000173705.9,1890
ENSG00000153558.16,1272
ENSG00000153560.12,1623
ENSG00000163539.17,4548
ENSG00000170248.15,2607
ENSG00000172995.16,2439
ENSG00000144681.10,1209
ENSG00000163673.7,1947
ENSG00000168016.14,8910
ENSG00000178567.8,1824
ENSG00000076242.16,2271
ENSG00000093167.18,1203
ENSG00000144674.16,6693
ENSG00000144668.12,3108
ENSG00000144677.15,831
ENSG00000136059.14,2571
ENSG00000187091.13,2271
ENSG00000008226.20,5268
ENSG00000060971.18,1275
ENSG00000172936.15,891
ENSG00000172939.9,1584
ENSG00000172940.13,1656
ENSG00000144671.10,1785
ENSG00000093217.11,1611
ENSG00000114739.14,1539
ENSG00000157036.13,1107
ENSG00000183873.17,6051
ENSG00000185313.8,5871
ENSG00000168356.12,5376
ENSG00000114742.14,2034
ENSG00000114745.13,1323
ENSG00000168026.18,3819
ENSG00000144655.15,1770
ENSG00000168334.9,5532
ENSG00000168329.14,1068
ENSG00000179934.7,1068
ENSG00000144659.13,915
ENSG00000168028.14,888
ENSG00000168314.17,552
ENSG00000170011.14,2580
ENSG00000114784.4,342
ENSG00000168032.10,1590
ENSG00000188846.14,648
ENSG00000177873.14,1851
ENSG00000177842.12,1269
ENSG00000172888.12,1320
ENSG00000168036.18,2346
ENSG00000168038.11,3828
ENSG00000182606.16,2862
ENSG00000187094.12,348
ENSG00000157093.9,441
ENSG00000114812.13,1374
ENSG00000093183.14,912
ENSG00000008324.11,234
ENSG00000114857.18,4389
ENSG00000114853.14,2244
ENSG00000157119.12,1866
ENSG00000010282.15,1515
ENSG00000244607.7,2148
ENSG00000280571.2,2217
ENSG00000181061.13,282
ENSG00000144648.16,1155
ENSG00000240747.8,387
ENSG00000180432.6,1506
ENSG00000182983.15,1359
ENSG00000273291.5,321
ENSG00000144649.9,1728
ENSG00000144647.6,1743
ENSG00000163788.14,2298
ENSG00000160746.13,1983
ENSG00000011198.10,1050
ENSG00000173769.4,5079
ENSG00000179152.20,1491
ENSG00000185219.17,3096
ENSG00000178917.16,1632
ENSG00000196345.13,2265
ENSG00000144792.9,996
ENSG00000186448.15,3090
ENSG00000169981.11,1584
ENSG00000196653.12,1635
ENSG00000186446.12,816
ENSG00000163807.6,465
ENSG00000163808.17,4167
ENSG00000169964.8,480
ENSG00000163810.12,2055
ENSG00000163812.15,900
ENSG00000075914.13,876
ENSG00000163815.6,609
ENSG00000163814.8,2511
ENSG00000249992.2,903
ENSG00000011376.12,2712
ENSG00000144791.10,2031
ENSG00000211456.13,1764
ENSG00000163817.16,1779
ENSG00000163818.17,900
ENSG00000173585.16,1110
ENSG00000163820.15,4437
ENSG00000172215.6,1029
ENSG00000173578.7,1002
ENSG00000183625.15,1068
ENSG00000163823.4,1068
ENSG00000121807.5,1083
ENSG00000160791.13,1059
ENSG00000121797.10,1035
ENSG00000012223.13,2133
ENSG00000163825.4,699
ENSG00000163827.13,1116
ENSG00000241186.10,567
ENSG00000283473.4,270
ENSG00000178038.17,2862
ENSG00000181585.7,471
ENSG00000206549.13,1158
ENSG00000283706.2,1158
ENSG00000188086.15,783
ENSG00000160808.11,588
ENSG00000160801.14,1782
ENSG00000160799.11,501
ENSG00000160796.18,8265
ENSG00000181555.20,7695
ENSG00000088727.12,2373
ENSG00000114648.12,1725
ENSG00000076201.15,4911
ENSG00000114650.20,3840
ENSG00000163832.16,801
ENSG00000114646.10,1701
ENSG00000173473.11,3318
ENSG00000132153.15,3585
ENSG00000047849.21,3459
ENSG00000164045.12,1575
ENSG00000164047.6,522
ENSG00000164048.14,1095
ENSG00000172113.9,585
ENSG00000229453.2,294
ENSG00000164049.14,1395
ENSG00000164050.13,6408
ENSG00000164051.14,1236
ENSG00000232112.3,195
ENSG00000164053.21,2376
ENSG00000213689.14,945
ENSG00000164054.15,723
ENSG00000114268.12,1410
ENSG00000145040.4,339
ENSG00000114270.17,8835
ENSG00000010256.11,1443
ENSG00000183396.4,480
ENSG00000225697.13,2280
ENSG00000008300.17,9939
ENSG00000213672.8,2148
ENSG00000068745.15,1281
ENSG00000114302.16,1215
ENSG00000178537.10,906
ENSG00000221883.3,873
ENSG00000177479.19,1482
ENSG00000178467.18,1509
ENSG00000178252.18,3456
ENSG00000178149.17,1131
ENSG00000178057.15,555
ENSG00000178035.12,1545
ENSG00000198218.11,2331
ENSG00000172053.18,2328
ENSG00000172046.19,3957
ENSG00000172037.14,5397
ENSG00000177352.10,1404
ENSG00000185909.15,1065
ENSG00000173421.17,1785
ENSG00000188315.8,804
ENSG00000114316.13,2892
ENSG00000067560.12,582
ENSG00000145022.4,312
ENSG00000145020.16,1212
ENSG00000283189.2,1449
ENSG00000145029.14,642
ENSG00000173402.12,2688
ENSG00000164061.5,11781
ENSG00000164062.13,2199
ENSG00000173531.15,2178
ENSG00000164068.16,3945
ENSG00000176020.9,1515
ENSG00000173540.13,1083
ENSG00000176095.12,1326
ENSG00000187492.9,2367
ENSG00000185614.7,858
ENSG00000182179.13,3039
ENSG00000183763.9,1410
ENSG00000164076.17,1506
ENSG00000164078.13,4203
ENSG00000164077.14,1668
ENSG00000004534.15,3372
ENSG00000003756.17,2448
ENSG00000001617.12,2358
ENSG00000114349.10,1053
ENSG00000188338.15,1515
ENSG00000114353.17,1068
ENSG00000012171.20,2250
ENSG00000179564.4,495
ENSG00000186792.17,1254
ENSG00000243477.5,927
ENSG00000114378.17,1308
ENSG00000068001.14,1422
ENSG00000114383.10,333
ENSG00000068028.17,1023
ENSG00000004838.14,1323
ENSG00000114388.14,1143
ENSG00000114395.10,669
ENSG00000272104.1,153
ENSG00000126062.4,1056
ENSG00000007402.11,3432
ENSG00000088543.15,489
ENSG00000114735.9,1017
ENSG00000114737.15,777
ENSG00000114738.11,1149
ENSG00000088538.13,6093
ENSG00000145050.19,549
ENSG00000259956.2,2673
ENSG00000145041.15,4524
ENSG00000164080.13,4404
ENSG00000164081.12,942
ENSG00000164082.15,2619
ENSG00000214686.7,441
ENSG00000285749.2,465
ENSG00000229972.8,465
ENSG00000184345.5,495
ENSG00000214681.4,447
ENSG00000173389.16,618
ENSG00000114767.7,1428
ENSG00000041880.14,1602
ENSG00000180929.6,1107
ENSG00000090097.21,1212
ENSG00000114779.19,633
ENSG00000248487.9,816
ENSG00000243989.9,1227
ENSG00000162244.12,480
ENSG00000164086.10,1260
ENSG00000164087.8,1224
ENSG00000023330.15,1923
ENSG00000239732.3,3099
ENSG00000247596.9,1050
ENSG00000164088.18,1380
ENSG00000164091.12,942
ENSG00000168237.18,1572
ENSG00000114841.17,12798
ENSG00000163930.10,2190
ENSG00000010318.21,1146
ENSG00000010319.7,2349
ENSG00000114854.8,486
ENSG00000010322.16,4515
ENSG00000010327.10,7713
ENSG00000168268.11,1563
ENSG00000168273.8,213
ENSG00000163939.18,4749
ENSG00000163938.17,1650
ENSG00000016864.18,1116
ENSG00000114902.14,309
ENSG00000114904.13,2526
ENSG00000055957.11,2736
ENSG00000162267.12,2673
ENSG00000055955.17,2793
ENSG00000243696.5,291
ENSG00000272573.6,249
ENSG00000248592.7,1119
ENSG00000213533.12,885
ENSG00000163935.14,2601
ENSG00000163933.10,1626
ENSG00000163932.15,2031
ENSG00000163931.16,1872
ENSG00000272886.6,1749
ENSG00000157388.19,6546
ENSG00000016391.11,1785
ENSG00000056736.10,1509
ENSG00000113812.14,1875
ENSG00000113811.11,285
ENSG00000157445.15,3276
ENSG00000144771.8,1038
ENSG00000114251.14,1143
ENSG00000187672.13,2874
ENSG00000180376.17,2745
ENSG00000163946.13,4539
ENSG00000163947.11,1581
ENSG00000186451.2,573
ENSG00000144730.18,2220
ENSG00000163666.10,558
ENSG00000157500.12,2130
ENSG00000239388.9,1764
ENSG00000174840.9,1830
ENSG00000168374.11,543
ENSG00000174839.13,1827
ENSG00000163681.16,2436
ENSG00000136068.15,7809
ENSG00000163687.14,918
ENSG00000163686.15,1014
ENSG00000255154.7,507
ENSG00000163684.11,375
ENSG00000168297.16,1737
ENSG00000168291.13,1080
ENSG00000168301.13,714
ENSG00000168306.13,2046
ENSG00000168309.18,435
ENSG00000198643.7,675
ENSG00000163689.20,2445
ENSG00000189283.10,444
ENSG00000144724.20,4338
ENSG00000114405.10,387
ENSG00000153266.13,1380
ENSG00000163618.18,3945
ENSG00000163630.11,858
ENSG00000188817.8,444
ENSG00000163632.14,879
ENSG00000163634.12,615
ENSG00000163635.19,2679
ENSG00000163636.10,1170
ENSG00000163637.13,2535
ENSG00000163638.13,5808
ENSG00000151276.23,3771
ENSG00000144741.17,825
ENSG00000144749.13,3282
ENSG00000163376.11,1806
ENSG00000172340.14,1299
ENSG00000183662.11,402
ENSG00000163377.16,423
ENSG00000163378.14,1332
ENSG00000144747.17,3282
ENSG00000144744.17,1392
ENSG00000144746.7,567
ENSG00000163380.16,1683
ENSG00000114541.15,3105
ENSG00000187098.15,1563
ENSG00000114861.22,2034
ENSG00000163412.13,675
ENSG00000170837.3,1128
ENSG00000163421.9,327
ENSG00000144736.14,1734
ENSG00000172986.13,1332
ENSG00000163605.15,1254
ENSG00000255423.1,819
ENSG00000121440.15,3201
ENSG00000113805.8,3087
ENSG00000172969.7,849
ENSG00000227124.11,2745
ENSG00000185008.17,4137
ENSG00000169855.20,4821
ENSG00000114480.13,2109
ENSG00000175161.13,1308
ENSG00000206538.9,981
ENSG00000083937.9,642
ENSG00000064835.11,876
ENSG00000179097.5,1101
ENSG00000163320.11,504
ENSG00000175105.7,3387
ENSG00000179021.10,990
ENSG00000283434.2,2205
ENSG00000044524.11,2952
ENSG00000184500.16,2031
ENSG00000169379.16,1287
ENSG00000178750.3,885
ENSG00000178700.8,564
ENSG00000178694.10,1023
ENSG00000269028.3,75
ENSG00000080224.17,3393
ENSG00000113966.10,561
ENSG00000080200.10,8913
ENSG00000170854.18,1395
ENSG00000183185.9,1404
ENSG00000196578.4,930
ENSG00000231192.2,942
ENSG00000236032.3,933
ENSG00000233412.5,942
ENSG00000230301.6,978
ENSG00000197938.5,930
ENSG00000196098.2,966
ENSG00000206536.1,966
ENSG00000232382.2,927
ENSG00000231861.2,951
ENSG00000080822.17,762
ENSG00000154165.5,1083
ENSG00000080819.9,1365
ENSG00000064225.12,996
ENSG00000057019.16,2328
ENSG00000144810.16,2235
ENSG00000184220.12,840
ENSG00000168386.18,3408
ENSG00000036054.13,2055
ENSG00000114021.12,831
ENSG00000154174.8,1827
ENSG00000206535.8,537
ENSG00000181458.10,828
ENSG00000144820.8,2394
ENSG00000114354.14,1203
ENSG00000154175.17,3228
ENSG00000081148.12,3726
ENSG00000138468.16,3153
ENSG00000174173.7,1212
ENSG00000081154.12,537
ENSG00000066422.5,3162
ENSG00000114391.13,474
ENSG00000182504.11,2598
ENSG00000144815.16,1680
ENSG00000144802.11,2157
ENSG00000170044.8,1248
ENSG00000170017.12,1752
ENSG00000114423.23,2949
ENSG00000138483.3,987
ENSG00000114439.19,2736
ENSG00000196776.16,972
ENSG00000114446.5,1290
ENSG00000114455.13,1245
ENSG00000144821.10,5841
ENSG00000163507.14,2718
ENSG00000198919.13,3627
ENSG00000163515.6,336
ENSG00000163519.14,561
ENSG00000138472.11,630
ENSG00000114487.10,2955
ENSG00000241224.8,273
ENSG00000163530.4,897
ENSG00000121570.12,915
ENSG00000177707.11,1650
ENSG00000153283.13,1758
ENSG00000177494.6,657
ENSG00000240891.8,1026
ENSG00000144824.21,3633
ENSG00000144827.9,921
ENSG00000144834.14,600
ENSG00000176040.13,2154
ENSG00000114529.12,654
ENSG00000174500.13,537
ENSG00000172139.15,3534
ENSG00000091972.18,810
ENSG00000186265.10,870
ENSG00000144848.11,945
ENSG00000138459.9,1275
ENSG00000091986.15,2853
ENSG00000206531.10,816
ENSG00000163606.11,1047
ENSG00000163607.17,855
ENSG00000163608.15,1704
ENSG00000144857.14,3345
ENSG00000285943.1,2568
ENSG00000206530.11,2949
ENSG00000163611.11,2568
ENSG00000072858.10,2484
ENSG00000176542.10,6738
ENSG00000121579.13,510
ENSG00000114573.10,1854
ENSG00000178075.20,1989
ENSG00000184307.16,1230
ENSG00000163617.11,2811
ENSG00000151576.10,1248
ENSG00000151577.13,1203
ENSG00000174255.7,822
ENSG00000181847.12,735
ENSG00000181722.16,2007
ENSG00000172020.13,717
ENSG00000185565.12,1017
ENSG00000144847.13,1293
ENSG00000163424.9,1611
ENSG00000114638.8,783
ENSG00000121578.13,1035
ENSG00000031081.11,4335
ENSG00000176142.13,1467
ENSG00000163389.12,1179
ENSG00000113845.10,858
ENSG00000121594.12,867
ENSG00000144843.11,1074
ENSG00000144837.9,1371
ENSG00000121577.13,1095
ENSG00000138495.6,192
ENSG00000183833.16,2304
ENSG00000285585.1,2304
ENSG00000144852.18,1422
ENSG00000082701.16,1302
ENSG00000175697.10,2445
ENSG00000163428.4,1116
ENSG00000163430.12,927
ENSG00000065518.8,390
ENSG00000113924.12,1338
ENSG00000144840.10,711
ENSG00000153767.10,1320
ENSG00000145087.12,3561
ENSG00000051341.14,7773
ENSG00000186103.5,948
ENSG00000163833.8,2130
ENSG00000180353.11,1461
ENSG00000173230.15,9780
ENSG00000173226.17,1797
ENSG00000145088.9,783
ENSG00000163406.11,2190
ENSG00000145103.15,1509
ENSG00000114013.16,990
ENSG00000036828.17,3237
ENSG00000121552.4,297
ENSG00000160124.9,435
ENSG00000114023.15,465
ENSG00000196981.4,993
ENSG00000114030.13,1617
ENSG00000138496.16,2565
ENSG00000163840.10,2223
ENSG00000173200.13,2037
ENSG00000173193.15,5406
ENSG00000169087.11,1467
ENSG00000138463.9,1437
ENSG00000082684.16,3456
ENSG00000065485.20,1560
ENSG00000121542.12,924
ENSG00000173175.14,3786
ENSG00000206527.10,765
ENSG00000065534.18,5592
ENSG00000175455.15,2739
ENSG00000065371.17,639
ENSG00000160145.15,8961
ENSG00000114491.14,1443
ENSG00000082781.12,2400
ENSG00000173702.7,1539
ENSG00000173706.14,4146
ENSG00000221955.10,2145
ENSG00000163848.19,2385
ENSG00000114520.11,1353
ENSG00000144909.8,2244
ENSG00000189366.9,564
ENSG00000114547.10,639
ENSG00000114544.16,1524
ENSG00000144908.14,2709
ENSG00000163884.4,1251
ENSG00000163885.12,1836
ENSG00000070476.15,2577
ENSG00000159650.9,2031
ENSG00000180767.10,1026
ENSG00000180697.9,426
ENSG00000288436.1,402
ENSG00000197763.18,1932
ENSG00000159685.11,708
ENSG00000114554.11,5691
ENSG00000214324.5,729
ENSG00000239620.2,633
ENSG00000163870.16,1122
ENSG00000073111.14,2715
ENSG00000114631.11,1818
