hgnc_symbol,Gene Length BP
ARG1,969
MED23,4107
ENPP3,2628
OR2A4,933
CTAGE9,2334
ENPP1,2778
CCN2,1050
MOXD1,1842
STX7,786
TAAR9,1047
TAAR8,1029
TAAR6,1038
TAAR5,1014
TAAR2,921
TAAR1,1020
VNN1,1542
VNN3P,825
VNN2,1563
SLC18B1,1371
RPS12,399
EYA4,1920
TCF21,540
TBPL1,561
,129
SLC2A12,1854
SGK1,1296
ALDH8A1,1464
HBS1L,2055
MYB,1923
AHI1,3591
PDE7B,1353
MTFR2,1158
BCLAF1,2763
MAP7,2250
MAP3K5,4125
PEX7,972
SLC35D3,1251
IL20RA,1662
IL22RA2,696
IFNGR1,1470
OLIG3,819
TNFAIP3,2373
PERP,582
ARFGEF3,6534
PBOV1,408
SMIM28,459
HEBP2,618
NHSL1,4821
CCDC28A,825
ECT2L,2715
REPS1,2388
ABRACL,246
HECA,1632
TXLNB,2055
CITED2,813
NMBR,1173
VTA1,924
ADGRG6,3753
HIVEP2,7341
AIG1,717
ADAT2,576
PEX3,1122
FUCA2,1404
PHACTR2,1665
LTV1,1428
,423
ZC2HC1B,669
PLAGL1,1392
SF3B5,261
STX11,864
UTRN,10302
EPM2A,996
FBXO30,2238
SHPRH,5052
GRM1,2721
RAB32,678
ADGB,5004
STXBP5,3348
SAMD5,522
SASH1,3744
UST,1221
TAB2,2082
SUMO4,288
ZC3H12D,1584
PPIL4,1479
GINM1,993
KATNA1,1476
LATS1,3393
NUP43,1143
PCMT1,858
,765
LRP11,1503
RAET1E,792
RAET1G,1005
ULBP2,741
ULBP1,735
RAET1L,741
ULBP3,735
PPP1R14C,498
IYD,870
PLEKHG1,4158
MTHFD1L,2937
AKAP12,5349
ZBTB2,1545
RMND1,840
ARMT1,1326
CCDC170,2148
ESR1,1788
SYNE1,26394
MYCT1,708
VIP,513
FBXO5,1344
MTRF1L,1143
RGS17,633
OPRM1,1179
IPCEF1,1314
,2700
CNKSR3,1668
SCAF8,3816
TIAM2,5106
TFB1M,1041
CLDN20,660
NOX3,1707
ARID1B,6750
TMEM242,426
ZDHHC14,1467
SNX9,1788
SYNJ2,4491
SERAC1,1965
GTF2H5,216
TULP4,4632
TMEM181,1839
DYNLT1,342
SYTL3,1833
EZR,1761
RSPH3,1683
TAGAP,2196
FNDC1,5685
WTAP,1191
ACAT2,1194
TCP1,1671
MRPL18,543
PNLDC1,1596
MAS1,978
IGF2R,7476
SLC22A1,1665
SLC22A2,1668
SLC22A3,1671
LPA,6123
PLG,2433
MAP3K4,4827
AGPAT4,1137
PRKN,1398
PACRG,774
QKI,1026
C6orf118,1410
PDE10A,2370
TBXT,1308
PRR18,888
SFT2D1,480
MPC1,330
RPS6KA2,2202
RAMACL,357
RNASET2,771
CEP43,1200
CCR6,1125
GPR31,960
TCP10L2,1062
UNC93A,1374
TTLL2,1779
TCP10L3,1059
AFDN,5346
KIF25,1155
FRMD1,1845
DACT2,2325
SMOC2,1374
THBS2,3519
,699
WDR27,2688
C6orf120,576
PHF10,1497
DYNLT2,597
ERMARD,2037
DLL1,2172
FAM120B,2733
PSMB1,726
TBP,1020
PDCD2,1035
CHL1,3675
CNTN6,3087
CNTN4,3081
IL5RA,1263
TRNT1,1305
CRBN,1329
LRRN1,2151
SETMAR,2055
SUMF1,1125
ITPR1,8133
BHLHE40,1239
ARL8B,561
EDEM1,1974
GRM7,2748
LMCD1,1098
SSUH2,1128
CAV3,456
OXTR,1170
RAD18,1488
SRGAP3,3300
THUMPD3,1524
LHFPL4,744
MTMR14,1953
CPNE9,1662
BRPF1,3645
OGG1,1275
CAMK1,1113
TADA3,1299
ARPC4,507
ARPC4-TTLL3,1878
TTLL3,2748
RPUSD3,1056
CIDEC,717
JAGN1,552
IL17RE,2004
IL17RC,2376
CRELD1,1263
PRRT3,2946
EMC3,786
FANCD2,4416
FANCD2OS,534
BRK1,228
VHL,642
IRAK2,1878
TATDN2,2286
GHRL,354
SEC13,969
ATP2B2,3597
SLC6A11,1899
SLC6A1,1800
HRH1,1464
ATG7,2112
VGLL4,873
TAMM41,1014
SYN2,1749
TIMP4,675
PPARG,1518
TSEN2,1398
MKRN2,1251
RAF1,1947
TMEM40,702
CAND2,3711
RPL32,408
IQSEC1,2892
NUP210,5664
HDAC11,1044
FBLN2,3696
WNT7A,1050
CHCHD4,468
TMEM43,1203
XPC,2823
LSM3,309
SLC6A6,1863
GRIP2,3132
CCDC174,1404
C3orf20,2715
FGD5,4389
NR2C2,1791
MRPS25,522
RBSN,2355
CAPN7,2442
SH3BP5,1368
METTL6,855
EAF1,807
COLQ,1368
HACL1,1737
BTD,1632
ANKRD28,3162
GALNT15,1920
DPH3,249
OXNAD1,939
RFTN1,1737
DAZL,888
PLCL2,3006
TBC1D5,2388
KCNH8,3324
EFHB,2502
RAB5A,648
KAT2B,2499
SGO1,879
ZNF385D,1188
UBE2E2,606
UBE2E1,582
NKIRAS1,579
RPL15,615
NR1D2,1740
THRB,1431
RARB,1347
TOP2B,4866
NGLY1,1965
OXSM,1380
LRRC3B,780
NEK10,3519
SLC4A7,3645
EOMES,2061
CMC1,321
AZI2,1179
ZCWPW2,1071
,549
RBMS3,1314
TGFBR2,1704
GADL1,1566
STT3B,2481
OSBPL10,2295
ZNF860,1899
GPD1L,1056
CMTM8,522
CMTM7,528
CMTM6,552
DYNC1LI1,1572
CNOT10,2235
TRIM71,2607
CCR4,1083
GLB1,2034
TMPPE,1362
CRTAP,1206
SUSD5,1890
FBXL2,1272
UBP1,1623
CLASP2,4548
PDCD6IP,2607
ARPP21,2439
STAC,1209
DCLK3,1947
TRANK1,8910
EPM2AIP1,1824
MLH1,2271
LRRFIP2,1203
GOLGA4,6693
ITGA9,3108
CTDSPL,831
VILL,2571
PLCD1,2271
DLEC1,5268
ACAA1,1275
MYD88,891
OXSR1,1584
SLC22A13,1656
SLC22A14,1785
XYLB,1611
ACVR2B,1539
EXOG,1107
SCN5A,6051
SCN10A,5871
SCN11A,5376
WDR48,2034
GORASP1,1323
TTC21A,3819
CSRNP1,1770
XIRP1,5532
CX3CR1,1068
CCR8,1068
SLC25A38,915
RPSA,888
MOBP,552
MYRIP,2580
EIF1B,342
ENTPD3,1590
RPL14,648
ZNF619,1851
ZNF620,1269
ZNF621,1320
CTNNB1,2346
ULK4,3828
TRAK1,2862
CCK,348
LYZL4,441
VIPR1,1374
SEC22C,912
SS18L2,234
NKTR,4389
ZBTB47,2244
KLHL40,1866
HHATL,1515
CCDC13,2148
,2217
HIGD1A,282
ACKR2,1155
KRBOX1,387
CYP8B1,1506
ZNF662,1359
,321
GASK1A,1728
POMGNT2,1743
SNRK,2298
ANO10,1983
ABHD5,1050
TOPAZ1,5079
TCAIM,1491
ZNF445,3096
ZNF852,1632
ZKSCAN7,2265
ZNF660,996
ZNF197,3090
ZNF35,1584
ZNF502,1635
ZNF501,816
KIAA1143,465
KIF15,4167
TMEM42,480
TGM4,2055
ZDHHC3,900
EXOSC7,876
CLEC3B,609
CDCP1,2511
TMEM158,903
LARS2,2712
LIMD1,2031
SACM1L,1764
SLC6A20,1779
LZTFL1,900
CCR9,1110
FYCO1,4437
CXCR6,1029
XCR1,1002
CCR3,1068
CCR1,1068
CCR2,1083
CCR5,1059
CCRL2,1035
LTF,2133
RTP3,699
LRRC2,1116
TDGF1,567
FAM240A,270
ALS2CL,2862
TMIE,471
,1158
PRSS50,1158
PRSS45P,783
MYL3,588
PTH1R,1782
CCDC12,501
NBEAL2,8265
SETD2,7695
KIF9,2373
KLHL18,1725
PTPN23,4911
SCAP,3840
ELP6,801
CSPG5,1701
SMARCC1,3318
DHX30,3585
MAP4,3459
CDC25A,1575
CAMP,522
ZNF589,1095
NME6,585
SPINK8,294
FBXW12,1395
PLXNB1,6408
CCDC51,1236
TMA7,195
ATRIP,2376
TREX1,945
SHISA5,723
PFKFB4,1410
UCN2,339
COL7A1,8835
UQCRC1,1443
TMEM89,480
SLC26A6,2280
CELSR3,9939
NCKIPSD,2148
IP6K2,1281
PRKAR2A,1215
SLC25A20,906
ARIH2OS,873
ARIH2,1482
P4HTM,1509
WDR6,3456
DALRD3,1131
NDUFAF3,555
IMPDH2,1545
QRICH1,2331
QARS1,2328
USP19,3957
LAMB2,5397
CCDC71,1404
KLHDC8B,1065
IHO1,1785
C3orf62,804
USP4,2892
RHOA,582
TCTA,312
AMT,1212
,1449
NICN1,642
DAG1,2688
BSN,11781
APEH,2199
MST1,2178
RNF123,3945
AMIGO3,1515
GMPPB,1083
IP6K1,1326
CDHR4,2367
INKA1,858
UBA7,3039
TRAIP,1410
CAMKV,1506
MST1R,4203
MON1A,1668
RBM6,3372
RBM5,2448
SEMA3F,2358
GNAT1,1053
SLC38A3,1515
GNAI2,1068
SEMA3B,2250
LSMEM2,495
HYAL3,1254
NAA80,927
HYAL1,1308
HYAL2,1422
TUSC2,333
RASSF1,1023
ZMYND10,1323
NPRL2,1143
CYB561D2,669
,153
TMEM115,1056
CACNA2D2,3432
C3orf18,489
HEMK1,1017
CISH,777
MAPKAPK3,1149
DOCK3,6093
MANF,549
RBM15B,2673
DCAF1,4524
RAD54L2,4404
TEX264,942
GRM2,2619
IQCF6,441
,465
IQCF3,465
IQCF2,495
IQCF5,447
IQCF1,618
RRP9,1428
PARP3,1602
GPR62,1107
PCBP4,1212
ABHD14B,633
ABHD14A,816
ACY1,1227
RPL29,480
DUSP7,1260
POC1A,1224
ALAS1,1923
TLR9,3099
TWF2,1050
PPM1M,1380
WDR82,942
GLYCTK,1572
DNAH1,12798
BAP1,2190
PHF7,1146
SEMA3G,2349
TNNC1,486
NISCH,4515
STAB1,7713
NT5DC2,1563
SMIM4,213
PBRM1,4749
GNL3,1650
GLT8D1,1116
SPCS1,309
NEK4,2526
ITIH1,2736
ITIH3,2673
ITIH4,2793
,291
MUSTN1,249
STIMATE-MUSTN1,1119
STIMATE,885
SFMBT1,2601
RFT1,1626
PRKCD,2031
TKT,1872
DCP1A,1749
CACNA1D,6546
CHDH,1785
IL17RB,1509
ACTR8,1875
SELENOK,285
CACNA2D3,3276
LRTM1,1038
WNT5A,1143
ERC2,2874
CCDC66,2745
TASOR,4539
ARHGEF3,1581
SPATA12,573
IL17RD,2220
HESX1,558
APPL1,2130
ASB14,1764
PDE12,1830
ARF4,543
DENND6A,1827
SLMAP,2436
FLNB,7809
DNASE1L3,918
ABHD6,1014
HTD2,507
RPP14,375
PXK,1737
PDHB,1080
KCTD6,714
ACOX2,2046
FAM107A,435
FAM3D,675
CFAP20DC,2445
FHIT,444
PTPRG,4338
C3orf14,387
FEZF2,1380
CADPS,3945
SYNPR,858
SNTN,444
C3orf49,879
THOC7,615
ATXN7,2679
PSMD6,1170
PRICKLE2,2535
ADAMTS9,5808
MAGI1,3771
SLC25A26,825
LRIG1,3282
KBTBD8,1806
SUCLG2,1299
TAFA1,402
TAFA4,423
EOGT,1332
TMF1,3282
UBA3,1392
ARL6IP5,567
LMOD3,1683
FRMD4B,3105
MITF,1563
FOXP1,2034
EIF4E3,675
GPR27,1128
PROK2,327
SHQ1,1734
GXYLT2,1332
PPP4R2,1254
EBLN2,819
PDZRN3,3201
CNTN3,3087
FRG2C,849
ZNF717,2745
ROBO2,4137
ROBO1,4821
GBE1,2109
CADM2,1308
VGLL3,981
CHMP2B,642
POU1F1,876
HTR1F,1101
CGGBP1,504
ZNF654,3387
C3orf38,990
CSNKA2IP,2205
EPHA3,2952
PROS1,2031
ARL13B,1287
STX19,885
DHFR2,564
NSUN3,1023
EPHA6,3393
ARL6,561
CRYBG3,8913
RIOX2,1395
GABRR3,1404
OR5AC2,930
OR5H1,942
OR5H14,933
OR5H15,942
OR5H6,978
OR5H2,930
OR5K4,966
OR5K3,966
OR5K1,927
OR5K2,951
CLDND1,762
GPR15,1083
CPOX,1365
ST3GAL6,996
DCBLD2,2328
COL8A1,2235
CMSS1,840
FILIP1L,3408
TBC1D23,2055
NIT2,831
TOMM70,1827
LNP1,537
TMEM45A,828
ADGRG7,2394
TFG,1203
ABI3BP,3228
IMPG2,3726
SENP7,3153
TRMT10C,1212
PCNP,537
ZBTB11,3162
RPL24,474
CEP97,2598
NXPE3,1680
NFKBIZ,2157
ZPLD1,1248
ALCAM,1752
CBLB,2949
CCDC54,987
BBX,2736
CD47,972
IFT57,1290
HHLA2,1245
MYH15,5841
CIP2A,2718
DZIP3,3627
RETNLB,336
TRAT1,561
GUCA1C,630
MORC1,2955
C3orf85,273
DPPA2,897
DPPA4,915
NECTIN3,1650
CD96,1758
ZBED2,657
PLCXD2,1026
PHLDB2,3633
ABHD10,921
TAGLN3,600
TMPRSS7,2154
C3orf52,654
GCSAM,537
SLC9C1,3534
CD200,810
BTLA,870
ATG3,945
SLC35A5,1275
CCDC80,2853
CD200R1L,816
CD200R1,1047
GTPBP8,855
NEPRO,1704
BOC,3345
,2568
CFAP44,2949
SPICE1,2568
SIDT1,2484
USF3,6738
NAA50,510
ATP6V1A,1854
GRAMD1C,1989
ZDHHC23,1230
CCDC191,2811
QTRT2,1248
DRD3,1203
ZNF80,822
TIGIT,735
ZBTB20,2007
GAP43,717
LSAMP,1017
IGSF11,1293
TEX55,1611
UPK1B,783
B4GALT4,1035
ARHGAP31,4335
TMEM39A,1467
POGLUT1,1179
TIMMDC1,858
CD80,867
ADPRH,1074
PLA1A,1371
POPDC2,1095
COX17,192
CFAP91,2304
,2304
NR1I2,1422
GSK3B,1302
GPR156,2445
LRRC58,1116
FSTL1,927
NDUFB4,390
HGD,1338
RABL3,711
GTF2E1,1320
STXBP5L,3561
POLQ,7773
ARGFX,948
FBXO40,2130
HCLS1,1461
GOLGB1,9780
IQCB1,1797
EAF2,783
SLC15A2,2190
ILDR1,1509
CD86,990
CASR,3237
CSTA,297
MIX23,435
FAM162A,465
WDR5B,993
KPNA1,1617
PARP9,2565
DTX3L,2223
PARP15,2037
PARP14,5406
HSPBAP1,1467
SLC49A4,1437
SEMA5B,3456
PDIA5,1560
SEC22A,924
ADCY5,3786
HACD2,765
MYLK,5592
CCDC14,2739
ROPN1,639
KALRN,8961
UMPS,1443
ITGB5,2400
MUC13,1539
HEG1,4146
SLC12A8,2145
ZNF148,2385
SNX4,1353
OSBPL11,2244
ALG1L1P,564
ROPN1B,639
SLC41A3,1524
ALDH1L1,2709
KLF15,1251
CFAP100,1836
ZXDC,2577
UROC1,2031
CHST13,1026
C3orf22,426
TXNRD3,1932
CHCHD6,708
PLXNA1,5691
C3orf56,729
PRR20G,633
TPRA1,1122
MCM2,2715
PODXL2,1818
ABTB1,1437
MGLL,912
KBTBD12,1872
SEC61A1,1431
RUVBL1,1371
EEFSEC,1791
DNAJB8,699
GATA2,1443
RPN1,1824
RAB7A,624
ACAD9,1866
CFAP92,1230
EFCC1,1797
GP9,534
RAB43,639
ISY1-RAB43,996
ISY1,858
CNBP,534
COPG1,2625
HMCES,1065
H1-10,642
EFCAB12,1719
MBD4,1743
IFT122,3879
RHO,1047
H1-8,1041
PLXND1,5778
TMCC1,1962
TRH,729
ALG1L2,648
COL6A5,7836
COL6A6,6792
PIK3R4,4077
ATP2C1,2850
ASTE1,2040
NEK11,1938
NUDT16,588
MRPL3,1047
CPNE4,1674
ACP3,1161
DNAJC13,6732
ACAD11,2343
ACKR4,1053
UBA5,1215
NPHP3,3993
TMEM108,1728
BFSP2,1248
CDV3,777
TOPBP1,4569
TF,2097
SRPRB,816
RAB6B,627
C3orf36,498
SLCO2A1,1932
RYK,1833
AMOTL2,2343
ANAPC13,225
CEP63,2112
EPHB1,2955
PPP2R3A,1590
MSL2,1734
PCCB,1620
STAG1,3777
SLC35G2,1239
NCK1,1134
IL20RB,936
SOX14,723
CLDN18,786
DZIP1L,2304
A4GNT,1023
DBR1,1635
ARMC8,2022
NME9,792
MRAS,627
ESYT3,2661
CEP70,1794
FAIM,540
PIK3CB,3213
FOXL2,1131
FOXL2NB,528
PRR23A,801
MRPS22,1083
PRR23B,798
PRR23C,789
COPB2,2721
RBP2,405
RBP1,408
NMNAT3,1041
CLSTN2,2868
TRIM42,2172
SLC25A36,933
SPSB4,822
PXYLP1,1443
ZBTB38,3588
RASA2,2550
RNF7,342
GRK7,1662
ATP1B3,840
TFDP2,1161
GK5,1590
XRN1,5121
ATR,7935
PLS1,1890
TRPC1,2280
PCOLCE2,1248
PAQR9,1134
U2SURP,3090
CHST2,1593
SLC9A9,1938
DIPK2A,1293
PLOD2,2277
PLSCR4,990
PLSCR2,675
PLSCR1,957
PLSCR5,816
ZIC4,1005
ZIC1,1344
AGTR1,1080
CPB1,1254
CPA3,1254
GYG1,1053
HLTF,3030
HPS3,3015
CP,3198
TM4SF18,606
TM4SF1,609
TM4SF4,609
WWTR1,1203
COMMD2,600
ANKUB1,1509
RNF13,1146
PFN2,423
TSC22D2,2343
SERP1,201
EIF2A,1758
SELENOT,588
ERICH6,1992
SIAH2,975
MINDY4B,1383
CLRN1,699
MED12L,6438
GPR171,960
P2RY14,1017
GPR87,1077
P2RY13,1065
P2RY12,1029
IGSF10,7872
AADACL2,1206
AADAC,1200
SUCNR1,1005
MBNL1,1167
P2RY1,1122
RAP2B,552
ARHGEF26,2616
DHX36,3027
GPR149,2196
MME,2253
STRIT1,108
PLCH1,5058
C3orf33,756
,1056
SLC33A1,1650
GMPS,2082
KCNAB1,1260
SSR3,558
TIPARP,1974
CCNL1,1581
VEPH1,2502
PTX3,1146
SLC66A1L,408
SHOX2,996
RSRC1,1005
MLF1,807
GFM1,2256
LXN,669
RARRES1,885
MFSD1,1545
IQCJ-SCHIP1,1692
IQCJ,480
SCHIP1,735
IL12A,762
C3orf80,744
,2847
IFT80,2334
SMC4,3867
TRIM59,1212
KPNA4,1566
ARL14,579
PPM1L,1083
B3GALNT1,996
NMD3,1512
SPTSSB,231
OTOL1,1434
SI,5484
SLITRK3,2934
BCHE,1809
ZBBX,2403
SERPINI2,1218
WDR49,3117
PDCD10,639
SERPINI1,1233
GOLIM4,2091
MECOM,3720
ACTRT3,1119
MYNN,1833
LRRC34,1299
LRRIQ4,1683
LRRC31,1659
SAMD7,1341
SEC62,1200
GPR160,1017
PRKCI,1791
SKIL,2055
CLDN11,624
,498
SLC7A14,2316
RPL22L1,369
EIF5A2,462
SLC2A2,1575
TNIK,4083
PLD1,3225
TMEM212,585
FNDC3B,3615
GHSR,1101
TNFSF10,846
NCEH1,1227
ECT2,2652
SPATA16,1710
NLGN1,2472
NAALADL2,2388
TBL1XR1,1545
,708
KCNMB2,708
ZMAT3,870
PIK3CA,3207
KCNMB3,840
ZNF639,1458
MFN1,2226
GNB4,1023
ACTL6A,1290
MRPL47,753
NDUFB5,570
USP13,2592
PEX5L,1881
TTC14,2313
CCDC39,2826
FXR1,1866
DNAJC19,351
SOX2,954
ATP11B,3534
DCUN1D1,780
MCCC1,2178
LAMP3,1251
MCF2L2,3345
B3GNT5,1137
KLHL6,1866
KLHL24,1803
YEATS2,4269
,1227
MAP6D1,600
PARL,1140
ABCC5,4314
HTR3D,1365
HTR3C,1344
HTR3E,1416
EIF2B5,2166
DVL3,2151
AP2M1,1308
ABCF3,2130
VWA5B2,3729
ALG3,1317
EEF1AKMT4,768
EEF1AKMT4-ECE2,2652
CAMK2N2,240
ECE2,2211
PSMD2,2727
EIF4G1,4800
FAM131A,1101
CLCN2,2697
POLR2H,453
THPO,1062
CHRD,2868
EPHB3,2997
MAGEF1,924
VPS8,4287
C3orf70,753
EHHADH,2172
MAP3K13,2901
TMEM41A,795
LIPH,1356
SENP2,1770
IGF2BP2,1800
TRA2B,867
ETV5,1533
DGKG,2376
CRYGS,537
TBCCD1,1674
DNAJB11,1077
AHSG,1104
FETUB,1149
HRG,1578
KNG1,1284
EIF4A2,1224
RFC4,1092
ADIPOQ,735
ST6GAL1,1221
RPL39L,156
RTP1,792
MASP1,2100
RTP4,741
SST,351
RTP2,678
BCL6,2121
,117
LPP,1839
TPRG1,828
TP63,2043
P3H2,2127
CLDN1,636
CLDN16,918
TMEM207,441
IL1RAP,1713
GMNC,1005
OSTN,402
UTS2B,360
CCDC50,1449
PYDC2,294
FGF12,732
MB21D2,1476
PLAAT1,507
ATP13A5,3657
ATP13A4,3591
OPA1,2994
HES1,843
CPN2,1638
LRRC15,1746
GP5,1683
ATP13A3,3681
TMEM44,1317
LSG1,1977
FAM43A,1272
XXYLT1,1182
ACAP2,2337
PPP1R2,618
APOD,570
MUC20,2130
MUC4,3531
TNK2,3117
TFRC,2283
SLC51A,1023
PCYT1A,1104
,321
DYNLT2B,429
TM4SF19-DYNLT2B,630
TM4SF19,630
UBXN7,1470
RNF168,1716
SMCO1,645
WDR53,1077
FBXO45,861
NRROS,2079
CEP19,504
PIGX,777
PAK2,1575
SENP5,2268
NCBP2,471
NCBP2AS2,300
PIGZ,1740
MELTF,2217
DLG1,2781
BDH1,1032
RUBCN,2919
FYTTD1,957
LRCH3,2412
IQCG,1332
RPL35A,333
LMLN,2079
TUBA3C,1353
TPTE2,1338
MPHOSPH8,2583
PSPC1,1572
ZMYM5,2010
ZMYM2,4134
GJA3,1308
GJB2,681
GJB6,786
CRYL1,960
IFT88,2475
IL17D,609
EEF1AKMT1,645
LATS2,3267
SAP18,519
SKA3,1239
MRPL57,309
ZDHHC20,1098
MICU2,1305
FGF9,627
SGCG,876
SACS,13740
TNFRSF19,1272
MIPEP,2142
C1QTNF9B,1002
,3318
SPATA13,1959
C1QTNF9,1002
PARP4,5175
ATP12A,3120
RNF17,4872
CENPJ,4017
PABPC3,1896
AMER2,2016
MTMR6,1866
NUP58,1764
ATP8A2,3567
SHISA2,888
RNF6,2058
CDK8,1395
WASF3,1509
GPR12,1005
USP12,1113
RPL21,483
RASL11A,729
GTF3A,1098
MTIF3,837
LNX2,2073
POLR1D,402
GSX1,795
PDX1,852
CDX2,942
FLT3,2982
PAN3,2664
FLT1,4017
POMP,426
SLC46A3,1386
MTUS2,1047
SLC7A1,1890
UBL3,354
UBE2L5,465
HMGB1,648
USPL1,3279
ALOX5AP,486
MEDAG,912
TEX26,870
HSPH1,2577
B3GLCT,1497
RXFP2,2265
FRY,9042
ZAR1L,966
BRCA2,10257
N4BP2L1,732
N4BP2L2,1752
PDS5B,4344
KL,3039
STARD13,3342
RFC3,1071
NBEA,8841
MAB21L1,1080
DCLK1,2190
SOHLH2,1278
CCDC169-SOHLH2,1509
CCDC169,645
SPART,2001
CCNA1,1266
SERTM1,324
RFXAP,819
SMAD9,1293
ALG5,975
EXOSC8,831
SUPT20H,2202
CSNK1A1L,1014
POSTN,2511
TRPC4,2934
UFM1,258
FREM2,9510
STOML3,876
PROSER1,2835
NHLRC3,1044
LHFPL6,603
COG6,1974
FOXO1,1968
MRPS31,1188
SLC25A15,906
ELF1,1860
WBP4,1131
KBTBD6,2025
KBTBD7,2055
MTRF1,1338
NAA16,2595
RGCC,414
VWA8,3120
DGKH,3663
AKAP11,5706
TNFSF11,954
FAM216B,420
EPSTI1,924
DNAJC15,453
ENOX1,1932
CCDC122,822
LACC1,1293
SMIM2,258
SERP2,198
TSC22D1,435
NUFIP1,1488
GPALPP1,1023
GTF2F2,750
KCTD4,780
TPT1,519
SLC25A30,876
COG3,2487
ERICH6B,2091
CBY2,1347
SIAH3,810
ZC3H13,4695
CPB2,1272
LCP1,1884
LRRC63,1764
RUBCNL,1989
LRCH1,2187
ESD,849
HTR2A,1416
SUCLA2,1392
NUDT15,495
MED4,813
ITM2B,801
RB1,2787
LPAR6,1035
RCBTB2,1656
CYSLTR2,1041
FNDC3A,3429
MLNR,1239
CDADC1,1545
CAB39L,1014
SETDB2,2160
PHF11,996
RCBTB1,1596
ARL11,591
EBPL,621
KPNA3,1566
SPRYD7,591
TRIM13,1224
KCNRG,819
DLEU7,666
RNASEH2B,939
C13orf42,978
FAM124A,1749
INTS6,2664
WDFY2,1203
,171
DHRS12,954
TMEM272,564
CCDC70,702
ATP7B,4398
ALG11,1479
UTP14C,2301
NEK5,2127
NEK3,1521
THSD1,2559
VPS36,1161
CKAP2,2049
HNRNPA1L2,963
SUGT1,1002
CNMD,1005
PCDH8,3213
OLFM4,1533
PRR20A,666
PRR20C,666
PRR20B,666
PRR20D,666
PRR20E,666
PCDH17,3480
DIAPH3,3582
TDRD3,2235
PCDH20,2856
,390
,330
PCDH9,3714
KLHL1,2247
DACH1,2121
MZT1,249
BORA,1905
DIS3,2877
PIBF1,2274
KLF5,1374
KLF12,1209
TBC1D4,3897
COMMD6,258
UCHL3,693
LMO7,4050
KCTD12,978
,606
CLN5,1077
FBXL3,1287
MYCBP2,14037
SCEL,2067
SLAIN1,918
EDNRB,1329
POU4F1,1260
OBI1,2181
RBM26,2943
NDFIP2,1011
SPRY2,948
SLITRK1,2091
SLITRK6,2526
SLITRK5,2877
GPC5,1719
GPC6,1668
DCT,1560
TGDS,1053
GPR180,1323
SOX21,831
ABCC4,3978
CLDN10,687
DZIP1,2604
DNAJC3,1515
UGGT2,4551
HS6ST3,1416
OXGR1,1014
MBNL2,1104
RAP2A,552
IPO5,3294
FARP1,3138
RNF113B,969
STK24,1296
SLC15A1,2127
DOCK9,6207
UBAC2,1035
GPR18,996
GPR183,1086
TM9SF2,1992
CLYBL,1023
ZIC5,1992
ZIC2,1599
PCCA,2187
GGACT,462
TMTC4,2226
NALCN,5217
ITGBL1,1485
FGF14,744
TPP2,3750
METTL21C,795
CCDC168,21246
TEX30,684
POGLUT2,1509
BIVM,1512
SLC10A2,1047
DAOA,462
EFNB2,1002
ARGLU1,822
NALF1,1377
LIG4,2736
ABHD13,1014
TNFSF13B,858
MYO16,5577
IRS2,4017
COL4A1,5010
COL4A2,5139
RAB20,705
NAXD,1173
CARS2,1695
ING1,840
ANKRD10,1263
ARHGEF7,1941
TEX29,456
SOX1,1176
SPACA7,588
TUBGCP3,2724
ATP11A,3405
MCF2L,3372
F7,1401
F10,1467
PROZ,1203
CUL4A,2280
LAMP1,1254
GRTP1,1011
ADPRHL1,1065
DCUN1D2,780
TMCO3,2034
TFDP1,1233
ATP4B,876
GRK1,1692
TMEM255B,981
GAS6,2037
C13orf46,639
RASA3,2505
CFAP97D2,501
CDC16,1863
UPF3A,1431
CHAMP1,2439
TUBB8B,1335
USP14,1485
THOC1,1974
COLEC12,2229
CETN1,519
CLUL1,1401
TYMS,942
ENOSF1,1332
YES1,1632
ADCYAP1,531
METTL4,1419
NDC80,1929
SMCHD1,6018
EMILIN2,3162
LPIN2,2691
MYOM1,5058
MYL12A,516
MYL12B,519
DLGAP1,2058
AKAIN1,210
ZBTB14,1350
EPB41L3,3264
TMEM200C,1866
L3MBTL4,1845
ARHGAP28,1713
LAMA1,9228
LRRC30,906
PTPRM,4359
RAB12,735
MTCL1,4761
NDUFV2,750
ANKRD12,6189
TWSG1,672
RALBP1,1968
PPP4R1,2853
RAB31,588
TXNDC2,1461
VAPA,885
APCDD1,1545
NAPG,939
PIEZO2,8259
SLC35G4,1017
GNAL,1146
CHMP1B,600
MPPE1,1191
IMPA2,867
ANKRD62,2754
CIDEA,660
TUBB6,1341
AFG3L2,2394
PRELID3A,519
SPIRE1,2229
CEP76,1980
PSMG2,795
PTPN2,1248
SEH1L,1266
CEP192,7614
LDLRAD4,921
FAM210A,819
RNMT,1431
MC5R,978
MC2R,894
ZNF519,1623
POTEC,1629
ANKRD30B,4221
ROCK1,4065
GREB1L,5772
ESCO1,2523
SNRPD1,360
ABHD3,1230
MIB1,3021
GATA6,1788
CTAGE1,2238
RBBP8,2694
CABLES1,1902
TMEM241,891
RIOK3,1560
RMC1,1974
NPC1,3837
ANKRD29,906
LAMA3,10002
TTC39C,1569
CABYR,1482
OSBPL1A,2853
IMPACT,963
HRH4,1173
ZNF521,3936
SS18,1257
PSMA8,771
TAF4B,2589
AQP4,972
CHST9,1332
